date,district_id,dengue_cases,malaria_cases,diarrhea_cases,total_fever_cases
2025-05-17,RJ-JP,0,0,155,71
2025-05-18,RJ-JP,0,0,23,76
2025-05-19,RJ-JP,0,0,54,53
2025-05-20,RJ-JP,0,0,188,53
2025-05-21,RJ-JP,0,0,146,74
2025-05-22,RJ-JP,0,0,16,56
2025-05-23,RJ-JP,0,0,87,59
2025-05-24,RJ-JP,0,0,72,72
2025-05-25,RJ-JP,0,0,97,90
2025-05-26,RJ-JP,0,0,153,65
2025-05-27,RJ-JP,0,0,119,55
2025-05-28,RJ-JP,0,0,123,65
2025-05-29,RJ-JP,0,0,83,53
2025-05-30,RJ-JP,0,0,174,67
2025-05-31,RJ-JP,0,0,116,61
2025-06-01,RJ-JP,0,0,72,44
2025-06-02,RJ-JP,0,0,167,62
2025-06-03,RJ-JP,0,0,120,64
2025-06-04,RJ-JP,0,0,89,67
2025-06-05,RJ-JP,0,0,92,57
2025-06-06,RJ-JP,0,0,107,62
2025-06-07,RJ-JP,0,0,129,66
2025-06-08,RJ-JP,0,0,79,63
2025-06-09,RJ-JP,0,0,116,76
2025-06-10,RJ-JP,0,0,108,64
2025-06-11,RJ-JP,0,0,51,65
2025-06-12,RJ-JP,0,0,152,60
2025-06-13,RJ-JP,0,0,73,72
2025-06-14,RJ-JP,0,0,28,75
2025-06-15,RJ-JP,0,0,47,66
2025-06-16,RJ-JP,0,0,66,76
2025-06-17,RJ-JP,0,0,82,66
2025-06-18,RJ-JP,0,0,85,67
2025-06-19,RJ-JP,0,0,153,62
2025-06-20,RJ-JP,0,0,146,66
2025-06-21,RJ-JP,0,0,59,58
2025-06-22,RJ-JP,0,0,78,68
2025-06-23,RJ-JP,0,0,106,70
2025-06-24,RJ-JP,0,0,33,58
2025-06-25,RJ-JP,0,0,48,74
2025-06-26,RJ-JP,0,0,163,66
2025-06-27,RJ-JP,0,0,94,67
2025-06-28,RJ-JP,0,0,47,76
2025-06-29,RJ-JP,0,0,116,69
2025-06-30,RJ-JP,0,0,112,80
2025-07-01,RJ-JP,0,0,50,64
2025-07-02,RJ-JP,0,0,52,74
2025-07-03,RJ-JP,1,0,50,56
2025-07-04,RJ-JP,8,1,18,81
2025-07-05,RJ-JP,2,5,32,82
2025-07-06,RJ-JP,52,4,68,118
2025-07-07,RJ-JP,74,28,141,169
2025-07-08,RJ-JP,116,15,59,216
2025-07-09,RJ-JP,37,15,102,121
2025-07-10,RJ-JP,162,32,107,255
2025-07-11,RJ-JP,102,17,49,187
2025-07-12,RJ-JP,43,7,52,118
2025-07-13,RJ-JP,99,23,49,196
2025-07-14,RJ-JP,162,34,79,258
2025-07-15,RJ-JP,57,14,75,141
2025-07-16,RJ-JP,37,21,56,147
2025-07-17,RJ-JP,33,15,153,104
2025-07-18,RJ-JP,83,26,72,166
2025-07-19,RJ-JP,115,34,54,194
2025-07-20,RJ-JP,50,58,173,184
2025-07-21,RJ-JP,34,22,119,125
2025-07-22,RJ-JP,88,71,47,220
2025-07-23,RJ-JP,52,40,100,154
2025-07-24,RJ-JP,43,68,114,173
2025-07-25,RJ-JP,86,49,40,206
2025-07-26,RJ-JP,62,18,78,163
2025-07-27,RJ-JP,54,28,89,145
2025-07-28,RJ-JP,52,43,61,162
2025-07-29,RJ-JP,33,28,71,126
2025-07-30,RJ-JP,86,27,118,182
2025-07-31,RJ-JP,78,63,67,214
2025-08-01,RJ-JP,145,67,48,278
2025-08-02,RJ-JP,72,65,80,195
2025-08-03,RJ-JP,78,19,67,148
2025-08-04,RJ-JP,44,62,71,159
2025-08-05,RJ-JP,70,21,133,161
2025-08-06,RJ-JP,65,57,77,189
2025-08-07,RJ-JP,72,23,70,173
2025-08-08,RJ-JP,63,23,111,153
2025-08-09,RJ-JP,30,42,218,144
2025-08-10,RJ-JP,35,64,59,153
2025-08-11,RJ-JP,60,43,57,174
2025-08-12,RJ-JP,58,19,82,133
2025-08-13,RJ-JP,52,7,168,118
2025-08-14,RJ-JP,80,32,90,187
2025-08-15,RJ-JP,25,18,89,123
2025-08-16,RJ-JP,11,20,107,95
2025-08-17,RJ-JP,41,10,85,114
2025-08-18,RJ-JP,69,13,168,154
2025-08-19,RJ-JP,114,11,163,183
2025-08-20,RJ-JP,54,23,48,143
2025-08-21,RJ-JP,59,14,79,131
2025-08-22,RJ-JP,51,24,158,146
2025-08-23,RJ-JP,62,43,100,163
2025-08-24,RJ-JP,43,29,107,145
2025-08-25,RJ-JP,46,13,81,121
2025-08-26,RJ-JP,31,81,108,186
2025-08-27,RJ-JP,59,24,49,141
2025-08-28,RJ-JP,37,37,78,146
2025-08-29,RJ-JP,35,24,68,125
2025-08-30,RJ-JP,113,14,98,188
2025-08-31,RJ-JP,37,22,98,139
2025-09-01,RJ-JP,43,38,32,127
2025-09-02,RJ-JP,57,32,58,173
2025-09-03,RJ-JP,41,13,78,127
2025-09-04,RJ-JP,28,21,81,120
2025-09-05,RJ-JP,30,13,88,104
2025-09-06,RJ-JP,42,26,43,148
2025-09-07,RJ-JP,46,11,123,132
2025-09-08,RJ-JP,155,18,117,242
2025-09-09,RJ-JP,21,30,68,110
2025-09-10,RJ-JP,25,17,93,94
2025-09-11,RJ-JP,20,14,90,92
2025-09-12,RJ-JP,38,11,90,125
2025-09-13,RJ-JP,21,24,100,115
2025-09-14,RJ-JP,111,11,69,189
2025-09-15,RJ-JP,42,43,77,150
2025-09-16,RJ-JP,51,36,91,147
2025-09-17,RJ-JP,97,14,52,188
2025-09-18,RJ-JP,88,13,85,156
2025-09-19,RJ-JP,40,12,71,105
2025-09-20,RJ-JP,33,61,95,172
2025-09-21,RJ-JP,27,42,71,130
2025-09-22,RJ-JP,44,32,118,136
2025-09-23,RJ-JP,35,8,100,97
2025-09-24,RJ-JP,49,25,52,144
2025-09-25,RJ-JP,96,12,86,169
2025-09-26,RJ-JP,40,13,55,127
2025-09-27,RJ-JP,43,11,98,139
2025-09-28,RJ-JP,79,35,121,185
2025-09-29,RJ-JP,34,48,40,138
2025-09-30,RJ-JP,40,44,79,167
2025-10-01,RJ-JP,93,13,59,177
2025-10-02,RJ-JP,85,30,67,191
2025-10-03,RJ-JP,52,19,80,128
2025-10-04,RJ-JP,33,18,43,133
2025-10-05,RJ-JP,84,24,67,177
2025-10-06,RJ-JP,57,37,27,172
2025-10-07,RJ-JP,41,26,66,139
2025-10-08,RJ-JP,18,5,27,81
2025-10-09,RJ-JP,24,8,28,93
2025-10-10,RJ-JP,7,3,42,74
2025-10-11,RJ-JP,22,3,46,88
2025-10-12,RJ-JP,4,6,53,90
2025-10-13,RJ-JP,1,1,21,57
2025-10-14,RJ-JP,0,1,26,70
2025-10-15,RJ-JP,1,0,41,79
2025-10-16,RJ-JP,2,0,36,65
2025-10-17,RJ-JP,1,0,49,64
2025-10-18,RJ-JP,0,1,40,61
2025-10-19,RJ-JP,2,0,24,64
2025-10-20,RJ-JP,3,0,38,68
2025-10-21,RJ-JP,0,0,43,67
2025-10-22,RJ-JP,1,0,66,69
2025-10-23,RJ-JP,1,0,42,71
2025-10-24,RJ-JP,0,1,13,62
2025-10-25,RJ-JP,2,0,27,52
2025-10-26,RJ-JP,3,0,10,63
2025-10-27,RJ-JP,0,0,26,64
2025-10-28,RJ-JP,2,0,20,82
2025-10-29,RJ-JP,2,0,47,77
2025-10-30,RJ-JP,1,0,103,62
2025-10-31,RJ-JP,7,1,63,81
2025-11-01,RJ-JP,7,3,25,91
2025-11-02,RJ-JP,1,2,53,73
2025-11-03,RJ-JP,6,5,23,75
2025-11-04,RJ-JP,1,0,31,60
2025-11-05,RJ-JP,0,0,27,69
2025-11-06,RJ-JP,0,0,37,61
2025-11-07,RJ-JP,0,0,59,66
2025-11-08,RJ-JP,0,0,35,67
2025-11-09,RJ-JP,0,0,30,72
2025-11-10,RJ-JP,0,0,46,71
2025-11-11,RJ-JP,0,0,31,52
2025-11-12,RJ-JP,0,0,33,65
2025-11-13,RJ-JP,0,0,39,68
2025-11-14,RJ-JP,0,0,59,67
2025-11-15,RJ-JP,0,0,27,66
2025-11-16,RJ-JP,0,0,48,77
2025-11-17,RJ-JP,0,0,29,65
2025-11-18,RJ-JP,0,0,44,55
2025-11-19,RJ-JP,0,0,27,60
2025-11-20,RJ-JP,0,0,26,54
2025-11-21,RJ-JP,0,0,39,68
2025-11-22,RJ-JP,0,0,45,65
2025-11-23,RJ-JP,0,0,23,66
2025-11-24,RJ-JP,0,0,46,69
2025-11-25,RJ-JP,0,0,44,70
2025-11-26,RJ-JP,0,0,57,68
2025-11-27,RJ-JP,0,0,49,68
2025-11-28,RJ-JP,0,0,45,75
2025-11-29,RJ-JP,0,0,31,67
2025-11-30,RJ-JP,0,0,28,69
2025-12-01,RJ-JP,0,0,15,73
2025-12-02,RJ-JP,0,0,22,77
2025-12-03,RJ-JP,0,0,19,62
2025-12-04,RJ-JP,0,0,42,65
2025-12-05,RJ-JP,0,0,41,64
2025-12-06,RJ-JP,0,0,33,64
2025-12-07,RJ-JP,0,0,43,68
2025-12-08,RJ-JP,0,0,83,70
2025-12-09,RJ-JP,0,0,20,75
2025-12-10,RJ-JP,0,0,33,67
2025-12-11,RJ-JP,0,0,32,71
2025-12-12,RJ-JP,0,0,57,67
2025-12-13,RJ-JP,0,0,48,60
2025-12-14,RJ-JP,0,0,76,74
2025-12-15,RJ-JP,0,0,32,69
2025-12-16,RJ-JP,0,0,30,71
2025-12-17,RJ-JP,0,0,40,60
2025-12-18,RJ-JP,0,0,20,81
2025-12-19,RJ-JP,0,0,31,71
2025-12-20,RJ-JP,0,0,32,69
2025-12-21,RJ-JP,0,0,42,62
2025-12-22,RJ-JP,0,0,23,68
2025-12-23,RJ-JP,0,0,60,78
2025-12-24,RJ-JP,0,0,22,75
2025-12-25,RJ-JP,0,0,27,51
2025-12-26,RJ-JP,0,0,44,63
2025-12-27,RJ-JP,0,0,59,66
2025-12-28,RJ-JP,0,0,16,80
2025-12-29,RJ-JP,0,0,28,58
2025-12-30,RJ-JP,0,0,18,73
2025-12-31,RJ-JP,0,0,46,66
2026-01-01,RJ-JP,0,0,49,66
2026-01-02,RJ-JP,0,0,21,85
2026-01-03,RJ-JP,0,0,23,57
2026-01-04,RJ-JP,0,0,14,72
2025-01-05,RJ-JD,0,0,27,24
2025-01-06,RJ-JD,0,0,16,33
2025-01-07,RJ-JD,0,0,26,41
2025-01-08,RJ-JD,0,0,30,36
2025-01-09,RJ-JD,0,0,19,34
2025-01-10,RJ-JD,0,0,27,43
2025-01-11,RJ-JD,0,0,17,38
2025-01-12,RJ-JD,0,0,21,54
2025-01-13,RJ-JD,0,0,11,42
2025-01-14,RJ-JD,0,0,14,44
2025-01-15,RJ-JD,0,0,20,42
2025-01-16,RJ-JD,0,0,13,40
2025-01-17,RJ-JD,0,0,28,41
2025-01-18,RJ-JD,0,0,26,28
2025-01-19,RJ-JD,0,0,39,37
2025-01-20,RJ-JD,0,0,18,51
2025-01-21,RJ-JD,0,0,22,38
2025-01-22,RJ-JD,0,0,17,43
2025-01-23,RJ-JD,0,0,24,27
2025-01-24,RJ-JD,0,0,24,42
2025-01-25,RJ-JD,0,0,23,40
2025-01-26,RJ-JD,0,0,21,32
2025-01-27,RJ-JD,0,0,15,34
2025-01-28,RJ-JD,0,0,24,43
2025-01-29,RJ-JD,0,0,7,32
2025-01-30,RJ-JD,0,0,15,35
2025-01-31,RJ-JD,0,0,17,38
2025-02-01,RJ-JD,0,0,29,41
2025-02-02,RJ-JD,0,0,26,37
2025-02-03,RJ-JD,0,0,15,37
2025-02-04,RJ-JD,0,0,23,42
2025-02-05,RJ-JD,0,0,9,34
2025-02-06,RJ-JD,0,0,14,31
2025-02-07,RJ-JD,0,0,21,34
2025-02-08,RJ-JD,0,0,17,31
2025-02-09,RJ-JD,0,0,21,36
2025-02-10,RJ-JD,0,0,10,40
2025-02-11,RJ-JD,0,0,19,42
2025-02-12,RJ-JD,0,0,16,42
2025-02-13,RJ-JD,0,0,9,35
2025-02-14,RJ-JD,0,0,22,32
2025-02-15,RJ-JD,0,0,22,35
2025-02-16,RJ-JD,0,0,13,43
2025-02-17,RJ-JD,0,0,20,26
2025-02-18,RJ-JD,0,0,27,34
2025-02-19,RJ-JD,0,0,11,29
2025-02-20,RJ-JD,0,0,18,39
2025-02-21,RJ-JD,0,0,18,31
2025-02-22,RJ-JD,0,0,32,46
2025-02-23,RJ-JD,0,0,20,38
2025-02-24,RJ-JD,0,0,10,41
2025-02-25,RJ-JD,0,0,28,30
2025-02-26,RJ-JD,0,0,18,30
2025-02-27,RJ-JD,0,0,20,30
2025-02-28,RJ-JD,0,0,22,48
2025-03-01,RJ-JD,0,0,87,35
2025-03-02,RJ-JD,0,0,30,33
2025-03-03,RJ-JD,0,0,37,25
2025-03-04,RJ-JD,0,0,133,42
2025-03-05,RJ-JD,0,0,50,40
2025-03-06,RJ-JD,0,0,34,41
2025-03-07,RJ-JD,0,0,17,29
2025-03-08,RJ-JD,0,0,122,36
2025-03-09,RJ-JD,0,0,38,40
2025-03-10,RJ-JD,0,0,93,28
2025-03-11,RJ-JD,0,0,64,28
2025-03-12,RJ-JD,0,0,29,44
2025-03-13,RJ-JD,0,0,86,48
2025-03-14,RJ-JD,0,0,49,44
2025-03-15,RJ-JD,0,0,16,40
2025-03-16,RJ-JD,0,0,47,31
2025-03-17,RJ-JD,0,0,88,24
2025-03-18,RJ-JD,0,0,66,44
2025-03-19,RJ-JD,0,0,20,43
2025-03-20,RJ-JD,0,0,80,40
2025-03-21,RJ-JD,0,0,146,32
2025-03-22,RJ-JD,0,0,32,39
2025-03-23,RJ-JD,0,0,12,37
2025-03-24,RJ-JD,0,0,75,41
2025-03-25,RJ-JD,0,0,41,40
2025-03-26,RJ-JD,0,0,16,32
2025-03-27,RJ-JD,0,0,54,40
2025-03-28,RJ-JD,0,0,52,39
2025-03-29,RJ-JD,0,0,21,33
2025-03-30,RJ-JD,0,0,17,29
2025-03-31,RJ-JD,0,0,28,32
2025-04-01,RJ-JD,0,0,63,39
2025-04-02,RJ-JD,0,0,34,28
2025-04-03,RJ-JD,0,0,10,37
2025-04-04,RJ-JD,0,0,54,23
2025-04-05,RJ-JD,0,0,50,36
2025-04-06,RJ-JD,0,0,71,48
2025-04-07,RJ-JD,0,0,53,42
2025-04-08,RJ-JD,0,0,56,32
2025-04-09,RJ-JD,0,0,12,36
2025-04-10,RJ-JD,0,0,32,27
2025-04-11,RJ-JD,0,0,52,36
2025-04-12,RJ-JD,0,0,57,38
2025-04-13,RJ-JD,0,0,42,31
2025-04-14,RJ-JD,0,0,53,31
2025-04-15,RJ-JD,0,0,27,41
2025-04-16,RJ-JD,0,0,34,36
2025-04-17,RJ-JD,0,0,77,42
2025-04-18,RJ-JD,0,0,42,37
2025-04-19,RJ-JD,0,0,47,42
2025-04-20,RJ-JD,0,0,76,41
2025-04-21,RJ-JD,0,0,46,26
2025-04-22,RJ-JD,0,0,20,31
2025-04-23,RJ-JD,0,0,15,38
2025-04-24,RJ-JD,0,0,96,33
2025-04-25,RJ-JD,0,0,30,37
2025-04-26,RJ-JD,0,0,67,40
2025-04-27,RJ-JD,0,0,42,41
2025-04-28,RJ-JD,0,0,54,48
2025-04-29,RJ-JD,0,0,15,38
2025-04-30,RJ-JD,0,0,27,31
2025-05-01,RJ-JD,0,0,43,38
2025-05-02,RJ-JD,0,0,20,28
2025-05-03,RJ-JD,0,0,64,39
2025-05-04,RJ-JD,0,0,11,58
2025-05-05,RJ-JD,0,0,71,44
2025-05-06,RJ-JD,0,0,16,25
2025-05-07,RJ-JD,0,0,48,33
2025-05-08,RJ-JD,0,0,61,27
2025-05-09,RJ-JD,0,0,89,34
2025-05-10,RJ-JD,0,0,55,32
2025-05-11,RJ-JD,0,0,31,37
2025-05-12,RJ-JD,0,0,10,39
2025-05-13,RJ-JD,0,0,81,38
2025-05-14,RJ-JD,0,0,60,46
2025-05-15,RJ-JD,0,0,36,40
2025-05-16,RJ-JD,0,0,29,29
2025-05-17,RJ-JD,0,0,39,49
2025-05-18,RJ-JD,0,0,66,37
2025-05-19,RJ-JD,0,0,19,35
2025-05-20,RJ-JD,0,0,81,41
2025-05-21,RJ-JD,0,0,21,42
2025-05-22,RJ-JD,0,0,17,37
2025-05-23,RJ-JD,0,0,40,39
2025-05-24,RJ-JD,0,0,103,41
2025-05-25,RJ-JD,0,0,115,36
2025-05-26,RJ-JD,0,0,33,42
2025-05-27,RJ-JD,0,0,21,33
2025-05-28,RJ-JD,0,0,44,39
2025-05-29,RJ-JD,0,0,32,46
2025-05-30,RJ-JD,0,0,30,53
2025-05-31,RJ-JD,0,0,96,38
2025-06-01,RJ-JD,0,0,60,29
2025-06-02,RJ-JD,0,0,36,30
2025-06-03,RJ-JD,0,0,75,19
2025-06-04,RJ-JD,0,0,105,27
2025-06-05,RJ-JD,0,0,53,36
2025-06-06,RJ-JD,0,0,29,38
2025-06-07,RJ-JD,0,0,30,20
2025-06-08,RJ-JD,0,0,55,36
2025-06-09,RJ-JD,0,0,16,34
2025-06-10,RJ-JD,0,0,15,29
2025-06-11,RJ-JD,0,0,31,28
2025-06-12,RJ-JD,0,0,24,42
2025-06-13,RJ-JD,0,0,42,36
2025-06-14,RJ-JD,0,0,18,40
2025-06-15,RJ-JD,0,0,61,46
2025-06-16,RJ-JD,0,0,38,36
2025-06-17,RJ-JD,0,0,89,33
2025-06-18,RJ-JD,0,0,37,35
2025-06-19,RJ-JD,0,0,105,40
2025-06-20,RJ-JD,0,0,38,30
2025-06-21,RJ-JD,0,0,60,33
2025-06-22,RJ-JD,0,0,25,32
2025-06-23,RJ-JD,0,0,39,32
2025-06-24,RJ-JD,0,0,112,37
2025-06-25,RJ-JD,0,0,23,32
2025-06-26,RJ-JD,0,0,21,42
2025-06-27,RJ-JD,0,0,15,38
2025-06-28,RJ-JD,0,0,19,49
2025-06-29,RJ-JD,0,0,41,44
2025-06-30,RJ-JD,0,0,43,42
2025-07-01,RJ-JD,0,0,17,38
2025-07-02,RJ-JD,0,0,19,46
2025-07-03,RJ-JD,1,0,18,39
2025-07-04,RJ-JD,7,0,20,48
2025-07-05,RJ-JD,1,1,29,40
2025-07-06,RJ-JD,3,4,62,46
2025-07-07,RJ-JD,7,8,40,54
2025-07-08,RJ-JD,6,3,72,50
2025-07-09,RJ-JD,18,6,57,60
2025-07-10,RJ-JD,9,5,31,50
2025-07-11,RJ-JD,11,7,24,51
2025-07-12,RJ-JD,14,2,47,48
2025-07-13,RJ-JD,25,7,67,72
2025-07-14,RJ-JD,26,4,52,67
2025-07-15,RJ-JD,16,20,21,58
2025-07-16,RJ-JD,27,15,41,89
2025-07-17,RJ-JD,15,11,32,66
2025-07-18,RJ-JD,16,5,44,58
2025-07-19,RJ-JD,34,27,36,108
2025-07-20,RJ-JD,7,4,21,48
2025-07-21,RJ-JD,20,10,43,65
2025-07-22,RJ-JD,30,3,33,70
2025-07-23,RJ-JD,36,8,42,77
2025-07-24,RJ-JD,14,6,21,58
2025-07-25,RJ-JD,17,13,11,56
2025-07-26,RJ-JD,18,14,32,68
2025-07-27,RJ-JD,26,16,64,74
2025-07-28,RJ-JD,17,23,83,83
2025-07-29,RJ-JD,13,5,27,49
2025-07-30,RJ-JD,17,19,33,73
2025-07-31,RJ-JD,46,8,24,87
2025-08-01,RJ-JD,13,11,25,54
2025-08-02,RJ-JD,47,7,60,90
2025-08-03,RJ-JD,19,8,42,70
2025-08-04,RJ-JD,34,15,57,87
2025-08-05,RJ-JD,36,26,44,100
2025-08-06,RJ-JD,29,53,38,115
2025-08-07,RJ-JD,39,14,81,86
2025-08-08,RJ-JD,6,4,57,54
2025-08-09,RJ-JD,26,41,52,99
2025-08-10,RJ-JD,21,6,32,54
2025-08-11,RJ-JD,28,7,35,71
2025-08-12,RJ-JD,50,6,46,80
2025-08-13,RJ-JD,32,27,23,109
2025-08-14,RJ-JD,93,7,48,141
2025-08-15,RJ-JD,22,26,99,82
2025-08-16,RJ-JD,29,13,76,76
2025-08-17,RJ-JD,43,8,37,77
2025-08-18,RJ-JD,26,47,123,106
2025-08-19,RJ-JD,18,4,26,58
2025-08-20,RJ-JD,14,12,40,66
2025-08-21,RJ-JD,31,24,47,99
2025-08-22,RJ-JD,36,16,116,88
2025-08-23,RJ-JD,21,27,14,87
2025-08-24,RJ-JD,25,5,50,72
2025-08-25,RJ-JD,28,14,35,82
2025-08-26,RJ-JD,27,7,31,67
2025-08-27,RJ-JD,41,6,59,88
2025-08-28,RJ-JD,47,10,77,93
2025-08-29,RJ-JD,32,24,37,85
2025-08-30,RJ-JD,43,21,48,109
2025-08-31,RJ-JD,14,15,19,71
2025-09-01,RJ-JD,28,8,68,74
2025-09-02,RJ-JD,14,26,44,83
2025-09-03,RJ-JD,44,8,100,95
2025-09-04,RJ-JD,54,5,41,93
2025-09-05,RJ-JD,25,12,51,68
2025-09-06,RJ-JD,36,6,39,81
2025-09-07,RJ-JD,57,12,27,107
2025-09-08,RJ-JD,36,14,117,104
2025-09-09,RJ-JD,28,9,62,66
2025-09-10,RJ-JD,36,14,46,77
2025-09-11,RJ-JD,63,15,34,110
2025-09-12,RJ-JD,64,40,68,138
2025-09-13,RJ-JD,39,9,38,79
2025-09-14,RJ-JD,32,10,77,68
2025-09-15,RJ-JD,14,8,59,57
2025-09-16,RJ-JD,36,21,55,94
2025-09-17,RJ-JD,18,10,47,65
2025-09-18,RJ-JD,23,10,60,69
2025-09-19,RJ-JD,39,4,79,78
2025-09-20,RJ-JD,22,21,96,81
2025-09-21,RJ-JD,10,9,49,58
2025-09-22,RJ-JD,18,21,108,76
2025-09-23,RJ-JD,41,28,50,97
2025-09-24,RJ-JD,18,7,34,56
2025-09-25,RJ-JD,66,6,43,107
2025-09-26,RJ-JD,75,12,33,133
2025-09-27,RJ-JD,13,13,85,71
2025-09-28,RJ-JD,13,7,64,57
2025-09-29,RJ-JD,21,9,102,58
