date,district_id,temperature,rainfall,humidity
2025-04-26,RJ-JP,37.0,0.0,48.5
2025-04-27,RJ-JP,39.3,0.9,40.4
2025-04-28,RJ-JP,34.7,0.0,60.9
2025-04-29,RJ-JP,42.8,0.0,28.0
2025-04-30,RJ-JP,40.5,0.0,46.3
2025-05-01,RJ-JP,35.2,0.0,39.9
2025-05-02,RJ-JP,41.9,0.0,38.5
2025-05-03,RJ-JP,40.5,0.0,53.6
2025-05-04,RJ-JP,39.0,0.0,34.9
2025-05-05,RJ-JP,40.2,0.0,48.7
2025-05-06,RJ-JP,32.2,0.0,25.9
2025-05-07,RJ-JP,35.3,0.0,53.6
2025-05-08,RJ-JP,39.2,0.0,54.8
2025-05-09,RJ-JP,36.8,0.0,40.0
2025-05-10,RJ-JP,39.3,0.0,31.7
2025-05-11,RJ-JP,40.0,0.0,40.9
2025-05-12,RJ-JP,40.8,0.0,36.0
2025-05-13,RJ-JP,38.3,0.1,50.0
2025-05-14,RJ-JP,39.9,0.0,40.5
2025-05-15,RJ-JP,43.8,0.0,49.6
2025-05-16,RJ-JP,42.8,0.0,58.3
2025-05-17,RJ-JP,37.6,0.0,49.8
2025-05-18,RJ-JP,34.6,0.0,34.0
2025-05-19,RJ-JP,42.1,0.0,21.9
2025-05-20,RJ-JP,39.4,0.0,58.8
2025-05-21,RJ-JP,40.3,0.0,49.7
2025-05-22,RJ-JP,32.7,2.0,62.3
2025-05-23,RJ-JP,42.7,0.2,35.6
2025-05-24,RJ-JP,31.1,1.8,57.2
2025-05-25,RJ-JP,37.5,0.0,52.4
2025-05-26,RJ-JP,37.6,1.7,42.8
2025-05-27,RJ-JP,44.1,1.9,46.9
2025-05-28,RJ-JP,36.7,0.0,24.0
2025-05-29,RJ-JP,38.5,0.0,45.1
2025-05-30,RJ-JP,42.2,0.0,55.4
2025-05-31,RJ-JP,39.3,0.0,32.5
2025-06-01,RJ-JP,38.5,0.8,57.1
2025-06-02,RJ-JP,42.1,0.0,41.7
2025-06-03,RJ-JP,40.6,0.0,53.7
2025-06-04,RJ-JP,36.3,0.0,36.6
2025-06-05,RJ-JP,42.2,0.0,22.4
2025-06-06,RJ-JP,41.5,0.0,38.6
2025-06-07,RJ-JP,44.0,0.0,40.7
2025-06-08,RJ-JP,41.9,0.2,43.6
2025-06-09,RJ-JP,37.9,0.0,48.0
2025-06-10,RJ-JP,39.5,0.0,39.7
2025-06-11,RJ-JP,42.5,0.0,25.6
2025-06-12,RJ-JP,39.5,0.0,30.6
2025-06-13,RJ-JP,41.0,0.0,37.1
2025-06-14,RJ-JP,34.1,0.0,45.0
2025-06-15,RJ-JP,34.7,0.0,34.4
2025-06-16,RJ-JP,37.6,0.0,29.6
2025-06-17,RJ-JP,38.2,0.0,20.0
2025-06-18,RJ-JP,35.2,2.5,47.2
2025-06-19,RJ-JP,37.6,0.0,37.8
2025-06-20,RJ-JP,35.1,0.0,45.8
2025-06-21,RJ-JP,36.9,0.0,20.0
2025-06-22,RJ-JP,35.5,0.0,20.0
2025-06-23,RJ-JP,40.3,0.0,43.1
2025-06-24,RJ-JP,34.1,0.0,40.8
2025-06-25,RJ-JP,31.6,0.0,42.0
2025-06-26,RJ-JP,37.3,0.0,39.5
2025-06-27,RJ-JP,35.4,0.0,29.2
2025-06-28,RJ-JP,38.9,0.0,49.1
2025-06-29,RJ-JP,38.0,0.0,54.8
2025-06-30,RJ-JP,47.5,0.0,50.1
2025-07-01,RJ-JP,26.9,6.0,50.1
2025-07-02,RJ-JP,34.2,15.2,57.4
2025-07-03,RJ-JP,25.8,1.9,49.5
2025-07-04,RJ-JP,28.6,3.2,40.0
2025-07-05,RJ-JP,28.2,3.4,38.2
2025-07-06,RJ-JP,22.5,72.7,95.0
2025-07-07,RJ-JP,29.3,62.8,95.0
2025-07-08,RJ-JP,30.7,5.4,53.5
2025-07-09,RJ-JP,31.5,47.7,95.0
2025-07-10,RJ-JP,36.1,5.9,68.0
2025-07-11,RJ-JP,28.0,7.0,59.8
2025-07-12,RJ-JP,30.8,5.0,22.6
2025-07-13,RJ-JP,30.8,6.1,43.2
2025-07-14,RJ-JP,26.6,11.8,66.3
2025-07-15,RJ-JP,28.0,7.4,55.2
2025-07-16,RJ-JP,28.2,20.6,88.8
2025-07-17,RJ-JP,31.6,11.5,77.4
2025-07-18,RJ-JP,24.7,47.7,95.0
2025-07-19,RJ-JP,31.1,50.2,95.0
2025-07-20,RJ-JP,31.5,33.2,95.0
2025-07-21,RJ-JP,31.0,4.1,44.0
2025-07-22,RJ-JP,29.0,30.3,95.0
2025-07-23,RJ-JP,30.9,8.0,76.8
2025-07-24,RJ-JP,29.2,30.5,95.0
2025-07-25,RJ-JP,23.9,11.2,52.3
2025-07-26,RJ-JP,33.2,12.6,56.7
2025-07-27,RJ-JP,31.0,8.7,55.2
2025-07-28,RJ-JP,32.7,17.6,76.2
2025-07-29,RJ-JP,25.6,2.7,56.8
2025-07-30,RJ-JP,31.5,13.7,79.9
2025-07-31,RJ-JP,30.5,3.0,48.4
2025-08-01,RJ-JP,26.7,24.5,80.9
2025-08-02,RJ-JP,30.2,25.9,87.0
2025-08-03,RJ-JP,29.0,31.0,95.0
2025-08-04,RJ-JP,29.2,28.7,87.7
2025-08-05,RJ-JP,28.7,23.1,80.6
2025-08-06,RJ-JP,32.6,21.3,95.0
2025-08-07,RJ-JP,25.1,7.6,58.1
2025-08-08,RJ-JP,24.7,11.2,77.3
2025-08-09,RJ-JP,30.5,17.0,95.0
2025-08-10,RJ-JP,30.3,21.5,90.2
2025-08-11,RJ-JP,30.7,3.0,50.4
2025-08-12,RJ-JP,35.6,9.9,73.3
2025-08-13,RJ-JP,30.6,46.8,95.0
2025-08-14,RJ-JP,27.0,75.4,95.0
2025-08-15,RJ-JP,37.6,9.2,63.6
2025-08-16,RJ-JP,29.5,29.2,94.2
2025-08-17,RJ-JP,32.6,45.4,95.0
2025-08-18,RJ-JP,26.1,24.1,75.2
2025-08-19,RJ-JP,25.5,10.8,59.1
2025-08-20,RJ-JP,29.3,12.4,62.1
2025-08-21,RJ-JP,32.4,8.1,54.6
2025-08-22,RJ-JP,35.5,0.2,51.7
2025-08-23,RJ-JP,26.9,58.4,95.0
2025-08-24,RJ-JP,29.2,1.6,32.1
2025-08-25,RJ-JP,30.0,16.3,74.2
2025-08-26,RJ-JP,30.0,4.2,48.2
2025-08-27,RJ-JP,29.7,3.8,49.2
2025-08-28,RJ-JP,29.9,15.0,64.5
2025-08-29,RJ-JP,34.2,10.5,34.3
2025-08-30,RJ-JP,33.7,3.0,25.3
2025-08-31,RJ-JP,30.9,52.6,95.0
2025-09-01,RJ-JP,25.8,18.6,69.4
2025-09-02,RJ-JP,28.9,3.1,45.4
2025-09-03,RJ-JP,32.8,0.5,53.7
2025-09-04,RJ-JP,27.9,20.1,72.8
2025-09-05,RJ-JP,28.4,19.0,83.0
2025-09-06,RJ-JP,28.9,5.0,47.7
2025-09-07,RJ-JP,32.1,31.9,95.0
2025-09-08,RJ-JP,34.9,4.1,38.2
2025-09-09,RJ-JP,31.8,0.2,37.4
2025-09-10,RJ-JP,25.0,40.2,95.0
2025-09-11,RJ-JP,28.4,5.4,61.3
2025-09-12,RJ-JP,33.9,5.6,33.7
2025-09-13,RJ-JP,26.2,14.5,86.5
2025-09-14,RJ-JP,24.7,53.4,95.0
2025-09-15,RJ-JP,28.4,36.5,95.0
2025-09-16,RJ-JP,32.9,29.0,95.0
2025-09-17,RJ-JP,28.9,5.6,50.7
2025-09-18,RJ-JP,36.5,5.4,57.5
2025-09-19,RJ-JP,30.5,74.9,95.0
2025-09-20,RJ-JP,26.1,5.7,52.5
2025-09-21,RJ-JP,30.6,5.8,41.7
2025-09-22,RJ-JP,36.0,31.9,95.0
2025-09-23,RJ-JP,30.8,16.5,82.9
2025-09-24,RJ-JP,27.0,44.2,95.0
2025-09-25,RJ-JP,24.5,13.2,53.5
2025-09-26,RJ-JP,29.0,16.6,75.3
2025-09-27,RJ-JP,28.2,6.1,38.2
2025-09-28,RJ-JP,34.0,6.3,43.9
2025-09-29,RJ-JP,27.2,19.6,95.0
2025-09-30,RJ-JP,30.3,4.4,50.5
2025-10-01,RJ-JP,28.3,0.0,41.2
2025-10-02,RJ-JP,24.9,0.0,49.9
2025-10-03,RJ-JP,29.9,0.0,57.7
2025-10-04,RJ-JP,25.3,0.0,36.0
2025-10-05,RJ-JP,31.9,0.0,49.7
2025-10-06,RJ-JP,24.7,0.0,51.4
2025-10-07,RJ-JP,29.8,0.0,46.2
2025-10-08,RJ-JP,33.2,0.0,41.2
2025-10-09,RJ-JP,31.7,0.0,50.8
2025-10-10,RJ-JP,28.6,0.0,46.3
2025-10-11,RJ-JP,31.3,0.0,42.1
2025-10-12,RJ-JP,32.5,0.0,41.3
2025-10-13,RJ-JP,26.8,3.5,57.6
2025-10-14,RJ-JP,29.9,1.9,50.5
2025-10-15,RJ-JP,32.8,0.0,34.8
2025-10-16,RJ-JP,25.8,0.0,45.0
2025-10-17,RJ-JP,30.7,0.0,35.2
2025-10-18,RJ-JP,29.2,0.0,41.3
2025-10-19,RJ-JP,34.3,0.0,42.0
2025-10-20,RJ-JP,32.6,0.0,42.8
2025-10-21,RJ-JP,30.2,1.6,53.9
2025-10-22,RJ-JP,28.4,0.0,54.1
2025-10-23,RJ-JP,32.8,1.5,46.1
2025-10-24,RJ-JP,25.0,0.0,22.4
2025-10-25,RJ-JP,28.7,0.0,37.2
2025-10-26,RJ-JP,27.0,0.0,29.5
2025-10-27,RJ-JP,29.9,0.0,42.3
2025-10-28,RJ-JP,26.8,1.5,49.9
2025-10-29,RJ-JP,29.5,2.9,37.5
2025-10-30,RJ-JP,36.9,0.0,33.4
2025-10-31,RJ-JP,30.5,0.0,44.9
2025-11-01,RJ-JP,13.3,0.0,40.7
2025-11-02,RJ-JP,16.1,0.0,34.4
2025-11-03,RJ-JP,16.5,2.2,42.6
2025-11-04,RJ-JP,16.9,0.0,28.3
2025-11-05,RJ-JP,15.5,0.0,44.7
2025-11-06,RJ-JP,15.9,0.0,33.0
2025-11-07,RJ-JP,22.6,0.0,58.0
2025-11-08,RJ-JP,16.9,0.0,45.8
2025-11-09,RJ-JP,18.9,0.0,43.3
2025-11-10,RJ-JP,15.4,0.0,41.0
2025-11-11,RJ-JP,13.9,0.0,32.7
2025-11-12,RJ-JP,15.5,0.0,39.9
2025-11-13,RJ-JP,16.4,0.7,43.6
2025-11-14,RJ-JP,25.6,0.0,34.7
2025-11-15,RJ-JP,22.0,0.0,28.7
2025-11-16,RJ-JP,19.8,0.0,36.4
2025-11-17,RJ-JP,20.8,1.2,46.7
2025-11-18,RJ-JP,19.5,0.0,48.6
2025-11-19,RJ-JP,22.1,0.0,46.5
2025-11-20,RJ-JP,16.9,0.0,31.7
2025-11-21,RJ-JP,19.1,0.0,36.1
2025-11-22,RJ-JP,17.3,0.0,40.0
2025-11-23,RJ-JP,18.6,0.0,40.5
2025-11-24,RJ-JP,20.3,0.0,26.5
2025-11-25,RJ-JP,17.1,0.0,42.2
2025-11-26,RJ-JP,19.6,0.0,40.5
2025-11-27,RJ-JP,19.8,0.0,41.9
2025-11-28,RJ-JP,18.5,0.0,44.1
2025-11-29,RJ-JP,21.2,0.0,29.7
2025-11-30,RJ-JP,12.6,0.0,49.7
2025-12-01,RJ-JP,16.3,0.0,43.8
2025-12-02,RJ-JP,17.6,0.0,20.0
2025-12-03,RJ-JP,16.3,0.0,58.8
2025-12-04,RJ-JP,14.3,0.0,38.2
2025-12-05,RJ-JP,14.9,0.0,47.1
2025-12-06,RJ-JP,21.4,0.0,53.1
2025-12-07,RJ-JP,20.0,0.0,39.0
2025-12-08,RJ-JP,14.3,0.0,56.6
2025-12-09,RJ-JP,17.9,0.3,43.0
2025-12-10,RJ-JP,14.2,0.6,55.7
2025-12-11,RJ-JP,19.0,0.0,44.6
2025-12-12,RJ-JP,19.4,0.0,46.1
2025-12-13,RJ-JP,18.6,0.0,47.1
2025-12-14,RJ-JP,14.9,0.0,39.5
2025-12-15,RJ-JP,16.0,0.0,58.0
2025-12-16,RJ-JP,15.8,0.0,39.9
2025-12-17,RJ-JP,20.5,0.0,33.5
2025-12-18,RJ-JP,17.2,0.0,39.7
2025-12-19,RJ-JP,16.6,0.0,20.0
2025-12-20,RJ-JP,21.1,1.5,32.1
2025-12-21,RJ-JP,17.9,0.0,34.3
2025-12-22,RJ-JP,18.0,0.0,28.4
2025-12-23,RJ-JP,19.6,0.0,57.8
2025-12-24,RJ-JP,18.6,0.0,20.0
2025-12-25,RJ-JP,17.2,0.0,39.1
2025-12-26,RJ-JP,15.0,0.0,37.2
2025-12-27,RJ-JP,21.0,0.0,46.2
2025-12-28,RJ-JP,22.2,0.0,49.2
2025-12-29,RJ-JP,23.4,1.3,46.1
2025-12-30,RJ-JP,16.3,0.0,50.9
2025-12-31,RJ-JP,22.0,0.0,42.0
2026-01-01,RJ-JP,19.2,0.0,61.8
2026-01-02,RJ-JP,16.0,0.2,35.7
2026-01-03,RJ-JP,19.6,0.0,34.3
2026-01-04,RJ-JP,26.9,0.0,39.0
2025-01-05,RJ-JD,18.1,0.0,41.2
2025-01-06,RJ-JD,16.5,0.0,42.1
2025-01-07,RJ-JD,17.2,1.3,25.9
2025-01-08,RJ-JD,16.6,0.0,55.7
2025-01-09,RJ-JD,13.3,0.0,60.0
2025-01-10,RJ-JD,21.2,0.5,40.7
2025-01-11,RJ-JD,20.0,0.2,24.7
2025-01-12,RJ-JD,22.4,0.0,53.8
2025-01-13,RJ-JD,19.2,0.2,33.5
2025-01-14,RJ-JD,19.0,0.0,37.1
2025-01-15,RJ-JD,19.6,0.0,36.3
2025-01-16,RJ-JD,11.3,0.0,42.4
2025-01-17,RJ-JD,16.9,0.3,29.4
2025-01-18,RJ-JD,14.1,0.0,51.6
2025-01-19,RJ-JD,13.3,0.0,37.3
2025-01-20,RJ-JD,18.2,0.0,27.2
2025-01-21,RJ-JD,17.2,0.0,52.3
2025-01-22,RJ-JD,22.5,0.0,48.5
2025-01-23,RJ-JD,20.5,0.0,52.2
2025-01-24,RJ-JD,19.1,0.0,44.3
2025-01-25,RJ-JD,17.1,0.0,43.8
2025-01-26,RJ-JD,17.8,0.0,39.6
2025-01-27,RJ-JD,17.6,0.4,30.4
2025-01-28,RJ-JD,16.2,0.0,40.1
2025-01-29,RJ-JD,20.7,0.0,43.5
2025-01-30,RJ-JD,11.7,0.0,69.4
2025-01-31,RJ-JD,21.3,0.0,29.6
2025-02-01,RJ-JD,18.8,0.0,33.5
2025-02-02,RJ-JD,17.4,0.0,42.2
2025-02-03,RJ-JD,17.9,0.0,60.0
2025-02-04,RJ-JD,18.6,0.0,50.5
2025-02-05,RJ-JD,18.6,0.0,44.5
2025-02-06,RJ-JD,19.9,0.0,28.6
2025-02-07,RJ-JD,15.7,0.0,43.0
2025-02-08,RJ-JD,17.8,1.5,46.3
2025-02-09,RJ-JD,22.8,0.5,45.6
2025-02-10,RJ-JD,21.6,0.0,27.7
2025-02-11,RJ-JD,20.2,0.0,46.4
2025-02-12,RJ-JD,17.5,0.0,41.3
2025-02-13,RJ-JD,14.2,0.0,23.6
2025-02-14,RJ-JD,15.0,0.0,20.0
2025-02-15,RJ-JD,14.1,0.0,34.0
2025-02-16,RJ-JD,22.9,0.0,50.1
2025-02-17,RJ-JD,11.3,0.7,34.6
2025-02-18,RJ-JD,16.6,0.0,39.8
2025-02-19,RJ-JD,13.8,0.0,23.5
2025-02-20,RJ-JD,25.0,0.0,47.3
2025-02-21,RJ-JD,19.8,0.0,48.6
2025-02-22,RJ-JD,20.3,0.0,42.8
2025-02-23,RJ-JD,17.4,0.0,45.5
2025-02-24,RJ-JD,12.9,0.0,39.0
2025-02-25,RJ-JD,20.9,0.0,33.8
2025-02-26,RJ-JD,20.8,0.0,24.3
2025-02-27,RJ-JD,16.2,0.0,24.1
2025-02-28,RJ-JD,19.7,0.0,30.3
2025-03-01,RJ-JD,45.4,0.0,42.2
2025-03-02,RJ-JD,31.6,0.7,45.7
2025-03-03,RJ-JD,38.9,0.0,53.6
2025-03-04,RJ-JD,39.9,0.0,41.4
2025-03-05,RJ-JD,38.2,0.0,40.4
2025-03-06,RJ-JD,40.0,0.0,27.0
2025-03-07,RJ-JD,33.0,0.0,33.1
2025-03-08,RJ-JD,41.2,0.0,34.4
2025-03-09,RJ-JD,35.3,0.0,42.8
2025-03-10,RJ-JD,46.9,0.0,27.6
2025-03-11,RJ-JD,40.5,0.0,44.1
2025-03-12,RJ-JD,42.9,0.0,56.2
2025-03-13,RJ-JD,35.8,0.0,26.3
2025-03-14,RJ-JD,39.3,0.0,40.0
2025-03-15,RJ-JD,34.8,0.0,56.4
2025-03-16,RJ-JD,41.9,0.1,51.3
2025-03-17,RJ-JD,39.2,0.0,34.7
2025-03-18,RJ-JD,36.5,0.0,38.0
2025-03-19,RJ-JD,33.6,0.0,32.9
2025-03-20,RJ-JD,38.1,0.0,32.3
2025-03-21,RJ-JD,35.5,0.0,47.0
2025-03-22,RJ-JD,39.3,0.0,48.3
2025-03-23,RJ-JD,33.3,0.0,27.7
2025-03-24,RJ-JD,44.7,0.0,44.2
2025-03-25,RJ-JD,38.4,0.2,33.6
2025-03-26,RJ-JD,34.0,0.0,46.3
2025-03-27,RJ-JD,37.6,0.0,31.0
2025-03-28,RJ-JD,43.3,0.0,27.9
2025-03-29,RJ-JD,33.6,2.6,42.1
2025-03-30,RJ-JD,42.9,0.0,41.4
2025-03-31,RJ-JD,35.0,0.0,42.3
2025-04-01,RJ-JD,38.5,0.0,38.5
2025-04-02,RJ-JD,33.7,0.0,31.1
2025-04-03,RJ-JD,30.7,0.0,45.1
2025-04-04,RJ-JD,46.6,0.0,28.7
2025-04-05,RJ-JD,38.0,1.9,52.2
2025-04-06,RJ-JD,38.3,0.0,39.0
2025-04-07,RJ-JD,40.3,0.0,46.0
2025-04-08,RJ-JD,37.3,0.0,32.4
2025-04-09,RJ-JD,33.9,1.0,55.2
2025-04-10,RJ-JD,37.1,2.6,47.1
2025-04-11,RJ-JD,47.9,0.0,37.0
2025-04-12,RJ-JD,38.0,0.0,26.9
2025-04-13,RJ-JD,36.5,0.0,30.1
2025-04-14,RJ-JD,38.2,0.6,46.4
2025-04-15,RJ-JD,38.3,0.0,20.2
2025-04-16,RJ-JD,39.1,0.0,32.1
2025-04-17,RJ-JD,44.1,0.0,52.2
2025-04-18,RJ-JD,35.2,0.1,39.5
2025-04-19,RJ-JD,35.7,0.0,35.9
2025-04-20,RJ-JD,35.5,0.0,37.0
2025-04-21,RJ-JD,38.1,1.7,36.1
2025-04-22,RJ-JD,31.9,0.0,49.1
2025-04-23,RJ-JD,27.8,0.0,49.3
2025-04-24,RJ-JD,37.5,0.0,49.9
2025-04-25,RJ-JD,33.3,0.0,22.0
2025-04-26,RJ-JD,41.5,0.0,47.6
2025-04-27,RJ-JD,35.7,0.0,20.0
2025-04-28,RJ-JD,41.5,0.0,32.0
2025-04-29,RJ-JD,32.1,0.0,41.8
2025-04-30,RJ-JD,34.0,0.0,39.7
2025-05-01,RJ-JD,42.8,0.0,38.4
2025-05-02,RJ-JD,33.2,0.0,39.6
2025-05-03,RJ-JD,37.3,0.0,57.1
2025-05-04,RJ-JD,34.5,0.0,20.0
2025-05-05,RJ-JD,35.3,0.0,50.4
2025-05-06,RJ-JD,31.6,0.0,35.9
2025-05-07,RJ-JD,46.6,0.0,33.9
2025-05-08,RJ-JD,39.1,0.0,48.0
2025-05-09,RJ-JD,38.1,0.0,32.5
2025-05-10,RJ-JD,38.4,0.0,57.2
2025-05-11,RJ-JD,36.5,0.0,41.8
2025-05-12,RJ-JD,34.8,0.0,53.0
2025-05-13,RJ-JD,42.8,0.0,33.4
2025-05-14,RJ-JD,36.2,0.0,35.6
2025-05-15,RJ-JD,42.7,0.0,47.2
2025-05-16,RJ-JD,40.4,0.0,53.1
2025-05-17,RJ-JD,36.7,0.0,37.5
2025-05-18,RJ-JD,40.6,0.0,52.2
2025-05-19,RJ-JD,35.4,0.9,51.1
2025-05-20,RJ-JD,44.1,0.0,45.1
2025-05-21,RJ-JD,34.6,0.0,43.6
2025-05-22,RJ-JD,33.8,0.0,20.3
2025-05-23,RJ-JD,40.3,0.0,41.5
2025-05-24,RJ-JD,37.1,1.0,39.3
2025-05-25,RJ-JD,41.4,1.9,37.9
2025-05-26,RJ-JD,37.3,0.0,42.8
2025-05-27,RJ-JD,42.9,0.0,38.6
2025-05-28,RJ-JD,40.7,0.0,51.7
2025-05-29,RJ-JD,39.3,0.0,40.4
2025-05-30,RJ-JD,37.6,0.0,39.1
2025-05-31,RJ-JD,35.9,0.0,45.9
2025-06-01,RJ-JD,40.0,0.0,47.2
2025-06-02,RJ-JD,39.0,0.0,66.0
2025-06-03,RJ-JD,45.2,1.0,48.3
2025-06-04,RJ-JD,35.5,0.0,44.8
2025-06-05,RJ-JD,37.2,0.0,31.5
2025-06-06,RJ-JD,39.0,0.0,26.0
2025-06-07,RJ-JD,33.2,0.0,44.4
2025-06-08,RJ-JD,39.1,0.0,54.5
2025-06-09,RJ-JD,34.9,0.5,47.4
2025-06-10,RJ-JD,34.5,0.0,35.6
2025-06-11,RJ-JD,34.7,0.0,20.0
2025-06-12,RJ-JD,38.9,0.0,49.3
2025-06-13,RJ-JD,44.7,0.0,32.5
2025-06-14,RJ-JD,31.9,0.0,52.6
2025-06-15,RJ-JD,38.7,0.0,31.6
2025-06-16,RJ-JD,35.7,0.0,41.8
2025-06-17,RJ-JD,45.4,0.0,58.9
2025-06-18,RJ-JD,42.1,0.0,45.9
2025-06-19,RJ-JD,38.0,0.0,53.1
2025-06-20,RJ-JD,37.3,0.0,35.5
2025-06-21,RJ-JD,41.8,0.0,46.8
2025-06-22,RJ-JD,33.4,0.0,38.1
2025-06-23,RJ-JD,34.6,0.0,38.6
2025-06-24,RJ-JD,44.1,2.7,51.7
2025-06-25,RJ-JD,33.9,0.0,58.5
