date,district_id,medicine_id,consumption
2025-03-11,RJ-JP,ORS-PKT,288
2025-03-11,RJ-JP,ACT-TAB,0
2025-03-12,RJ-JP,PARA-500,256
2025-03-12,RJ-JP,IV-RL,123
2025-03-12,RJ-JP,NS1-KIT,0
2025-03-12,RJ-JP,ORS-PKT,533
2025-03-12,RJ-JP,ACT-TAB,0
2025-03-13,RJ-JP,PARA-500,435
2025-03-13,RJ-JP,IV-RL,59
2025-03-13,RJ-JP,NS1-KIT,0
2025-03-13,RJ-JP,ORS-PKT,203
2025-03-13,RJ-JP,ACT-TAB,0
2025-03-14,RJ-JP,PARA-500,374
2025-03-14,RJ-JP,IV-RL,84
2025-03-14,RJ-JP,NS1-KIT,0
2025-03-14,RJ-JP,ORS-PKT,258
2025-03-14,RJ-JP,ACT-TAB,0
2025-03-15,RJ-JP,PARA-500,508
2025-03-15,RJ-JP,IV-RL,134
2025-03-15,RJ-JP,NS1-KIT,0
2025-03-15,RJ-JP,ORS-PKT,397
2025-03-15,RJ-JP,ACT-TAB,0
2025-03-16,RJ-JP,PARA-500,418
2025-03-16,RJ-JP,IV-RL,50
2025-03-16,RJ-JP,NS1-KIT,0
2025-03-16,RJ-JP,ORS-PKT,178
2025-03-16,RJ-JP,ACT-TAB,0
2025-03-17,RJ-JP,PARA-500,350
2025-03-17,RJ-JP,IV-RL,70
2025-03-17,RJ-JP,NS1-KIT,0
2025-03-17,RJ-JP,ORS-PKT,290
2025-03-17,RJ-JP,ACT-TAB,0
2025-03-18,RJ-JP,PARA-500,374
2025-03-18,RJ-JP,IV-RL,26
2025-03-18,RJ-JP,NS1-KIT,0
2025-03-18,RJ-JP,ORS-PKT,91
2025-03-18,RJ-JP,ACT-TAB,0
2025-03-19,RJ-JP,PARA-500,346
2025-03-19,RJ-JP,IV-RL,86
2025-03-19,RJ-JP,NS1-KIT,0
2025-03-19,RJ-JP,ORS-PKT,331
2025-03-19,RJ-JP,ACT-TAB,0
2025-03-20,RJ-JP,PARA-500,327
2025-03-20,RJ-JP,IV-RL,118
2025-03-20,RJ-JP,NS1-KIT,0
2025-03-20,RJ-JP,ORS-PKT,508
2025-03-20,RJ-JP,ACT-TAB,0
2025-03-21,RJ-JP,PARA-500,322
2025-03-21,RJ-JP,IV-RL,76
2025-03-21,RJ-JP,NS1-KIT,0
2025-03-21,RJ-JP,ORS-PKT,281
2025-03-21,RJ-JP,ACT-TAB,0
2025-03-22,RJ-JP,PARA-500,488
2025-03-22,RJ-JP,IV-RL,118
2025-03-22,RJ-JP,NS1-KIT,0
2025-03-22,RJ-JP,ORS-PKT,398
2025-03-22,RJ-JP,ACT-TAB,0
2025-03-23,RJ-JP,PARA-500,316
2025-03-23,RJ-JP,IV-RL,149
2025-03-23,RJ-JP,NS1-KIT,0
2025-03-23,RJ-JP,ORS-PKT,482
2025-03-23,RJ-JP,ACT-TAB,0
2025-03-24,RJ-JP,PARA-500,446
2025-03-24,RJ-JP,IV-RL,94
2025-03-24,RJ-JP,NS1-KIT,0
2025-03-24,RJ-JP,ORS-PKT,241
2025-03-24,RJ-JP,ACT-TAB,0
2025-03-25,RJ-JP,PARA-500,438
2025-03-25,RJ-JP,IV-RL,63
2025-03-25,RJ-JP,NS1-KIT,0
2025-03-25,RJ-JP,ORS-PKT,224
2025-03-25,RJ-JP,ACT-TAB,0
2025-03-26,RJ-JP,PARA-500,294
2025-03-26,RJ-JP,IV-RL,72
2025-03-26,RJ-JP,NS1-KIT,0
2025-03-26,RJ-JP,ORS-PKT,214
2025-03-26,RJ-JP,ACT-TAB,0
2025-03-27,RJ-JP,PARA-500,449
2025-03-27,RJ-JP,IV-RL,66
2025-03-27,RJ-JP,NS1-KIT,0
2025-03-27,RJ-JP,ORS-PKT,216
2025-03-27,RJ-JP,ACT-TAB,0
2025-03-28,RJ-JP,PARA-500,504
2025-03-28,RJ-JP,IV-RL,97
2025-03-28,RJ-JP,NS1-KIT,0
2025-03-28,RJ-JP,ORS-PKT,347
2025-03-28,RJ-JP,ACT-TAB,0
2025-03-29,RJ-JP,PARA-500,354
2025-03-29,RJ-JP,IV-RL,55
2025-03-29,RJ-JP,NS1-KIT,0
2025-03-29,RJ-JP,ORS-PKT,165
2025-03-29,RJ-JP,ACT-TAB,0
2025-03-30,RJ-JP,PARA-500,449
2025-03-30,RJ-JP,IV-RL,123
2025-03-30,RJ-JP,NS1-KIT,0
2025-03-30,RJ-JP,ORS-PKT,400
2025-03-30,RJ-JP,ACT-TAB,0
2025-03-31,RJ-JP,PARA-500,326
2025-03-31,RJ-JP,IV-RL,75
2025-03-31,RJ-JP,NS1-KIT,0
2025-03-31,RJ-JP,ORS-PKT,231
2025-03-31,RJ-JP,ACT-TAB,0
2025-04-01,RJ-JP,PARA-500,397
2025-04-01,RJ-JP,IV-RL,27
2025-04-01,RJ-JP,NS1-KIT,0
2025-04-01,RJ-JP,ORS-PKT,100
2025-04-01,RJ-JP,ACT-TAB,0
2025-04-02,RJ-JP,PARA-500,392
2025-04-02,RJ-JP,IV-RL,167
2025-04-02,RJ-JP,NS1-KIT,0
2025-04-02,RJ-JP,ORS-PKT,626
2025-04-02,RJ-JP,ACT-TAB,0
2025-04-03,RJ-JP,PARA-500,371
2025-04-03,RJ-JP,IV-RL,104
2025-04-03,RJ-JP,NS1-KIT,0
2025-04-03,RJ-JP,ORS-PKT,347
2025-04-03,RJ-JP,ACT-TAB,0
2025-04-04,RJ-JP,PARA-500,388
2025-04-04,RJ-JP,IV-RL,47
2025-04-04,RJ-JP,NS1-KIT,0
2025-04-04,RJ-JP,ORS-PKT,228
2025-04-04,RJ-JP,ACT-TAB,0
2025-04-05,RJ-JP,PARA-500,440
2025-04-05,RJ-JP,IV-RL,185
2025-04-05,RJ-JP,NS1-KIT,0
2025-04-05,RJ-JP,ORS-PKT,643
2025-04-05,RJ-JP,ACT-TAB,0
2025-04-06,RJ-JP,PARA-500,446
2025-04-06,RJ-JP,IV-RL,112
2025-04-06,RJ-JP,NS1-KIT,0
2025-04-06,RJ-JP,ORS-PKT,419
2025-04-06,RJ-JP,ACT-TAB,0
2025-04-07,RJ-JP,PARA-500,359
2025-04-07,RJ-JP,IV-RL,69
2025-04-07,RJ-JP,NS1-KIT,0
2025-04-07,RJ-JP,ORS-PKT,223
2025-04-07,RJ-JP,ACT-TAB,0
2025-04-08,RJ-JP,PARA-500,473
2025-04-08,RJ-JP,IV-RL,79
2025-04-08,RJ-JP,NS1-KIT,0
2025-04-08,RJ-JP,ORS-PKT,234
2025-04-08,RJ-JP,ACT-TAB,0
2025-04-09,RJ-JP,PARA-500,475
2025-04-09,RJ-JP,IV-RL,24
2025-04-09,RJ-JP,NS1-KIT,0
2025-04-09,RJ-JP,ORS-PKT,100
2025-04-09,RJ-JP,ACT-TAB,0
2025-04-10,RJ-JP,PARA-500,445
2025-04-10,RJ-JP,IV-RL,47
2025-04-10,RJ-JP,NS1-KIT,0
2025-04-10,RJ-JP,ORS-PKT,187
2025-04-10,RJ-JP,ACT-TAB,0
2025-04-11,RJ-JP,PARA-500,478
2025-04-11,RJ-JP,IV-RL,89
2025-04-11,RJ-JP,NS1-KIT,0
2025-04-11,RJ-JP,ORS-PKT,283
2025-04-11,RJ-JP,ACT-TAB,0
2025-04-12,RJ-JP,PARA-500,327
2025-04-12,RJ-JP,IV-RL,94
2025-04-12,RJ-JP,NS1-KIT,0
2025-04-12,RJ-JP,ORS-PKT,262
2025-04-12,RJ-JP,ACT-TAB,0
2025-04-13,RJ-JP,PARA-500,247
2025-04-13,RJ-JP,IV-RL,72
2025-04-13,RJ-JP,NS1-KIT,0
2025-04-13,RJ-JP,ORS-PKT,312
2025-04-13,RJ-JP,ACT-TAB,0
2025-04-14,RJ-JP,PARA-500,313
2025-04-14,RJ-JP,IV-RL,77
2025-04-14,RJ-JP,NS1-KIT,0
2025-04-14,RJ-JP,ORS-PKT,256
2025-04-14,RJ-JP,ACT-TAB,0
2025-04-15,RJ-JP,PARA-500,330
2025-04-15,RJ-JP,IV-RL,164
2025-04-15,RJ-JP,NS1-KIT,0
2025-04-15,RJ-JP,ORS-PKT,573
2025-04-15,RJ-JP,ACT-TAB,0
2025-04-16,RJ-JP,PARA-500,406
2025-04-16,RJ-JP,IV-RL,133
2025-04-16,RJ-JP,NS1-KIT,0
2025-04-16,RJ-JP,ORS-PKT,608
2025-04-16,RJ-JP,ACT-TAB,0
2025-04-17,RJ-JP,PARA-500,414
2025-04-17,RJ-JP,IV-RL,54
2025-04-17,RJ-JP,NS1-KIT,0
2025-04-17,RJ-JP,ORS-PKT,208
2025-04-17,RJ-JP,ACT-TAB,0
2025-04-18,RJ-JP,PARA-500,383
2025-04-18,RJ-JP,IV-RL,42
2025-04-18,RJ-JP,NS1-KIT,0
2025-04-18,RJ-JP,ORS-PKT,119
2025-04-18,RJ-JP,ACT-TAB,0
2025-04-19,RJ-JP,PARA-500,337
2025-04-19,RJ-JP,IV-RL,111
2025-04-19,RJ-JP,NS1-KIT,0
2025-04-19,RJ-JP,ORS-PKT,311
2025-04-19,RJ-JP,ACT-TAB,0
2025-04-20,RJ-JP,PARA-500,353
2025-04-20,RJ-JP,IV-RL,104
2025-04-20,RJ-JP,NS1-KIT,0
2025-04-20,RJ-JP,ORS-PKT,358
2025-04-20,RJ-JP,ACT-TAB,0
2025-04-21,RJ-JP,PARA-500,510
2025-04-21,RJ-JP,IV-RL,98
2025-04-21,RJ-JP,NS1-KIT,0
2025-04-21,RJ-JP,ORS-PKT,289
2025-04-21,RJ-JP,ACT-TAB,0
2025-04-22,RJ-JP,PARA-500,326
2025-04-22,RJ-JP,IV-RL,103
2025-04-22,RJ-JP,NS1-KIT,0
2025-04-22,RJ-JP,ORS-PKT,331
2025-04-22,RJ-JP,ACT-TAB,0
2025-04-23,RJ-JP,PARA-500,398
2025-04-23,RJ-JP,IV-RL,207
2025-04-23,RJ-JP,NS1-KIT,0
2025-04-23,RJ-JP,ORS-PKT,530
2025-04-23,RJ-JP,ACT-TAB,0
2025-04-24,RJ-JP,PARA-500,379
2025-04-24,RJ-JP,IV-RL,113
2025-04-24,RJ-JP,NS1-KIT,0
2025-04-24,RJ-JP,ORS-PKT,439
2025-04-24,RJ-JP,ACT-TAB,0
2025-04-25,RJ-JP,PARA-500,405
2025-04-25,RJ-JP,IV-RL,73
2025-04-25,RJ-JP,NS1-KIT,0
2025-04-25,RJ-JP,ORS-PKT,211
2025-04-25,RJ-JP,ACT-TAB,0
2025-04-26,RJ-JP,PARA-500,376
2025-04-26,RJ-JP,IV-RL,95
2025-04-26,RJ-JP,NS1-KIT,0
2025-04-26,RJ-JP,ORS-PKT,309
2025-04-26,RJ-JP,ACT-TAB,0
2025-04-27,RJ-JP,PARA-500,399
2025-04-27,RJ-JP,IV-RL,72
2025-04-27,RJ-JP,NS1-KIT,0
2025-04-27,RJ-JP,ORS-PKT,248
2025-04-27,RJ-JP,ACT-TAB,0
2025-04-28,RJ-JP,PARA-500,310
2025-04-28,RJ-JP,IV-RL,49
2025-04-28,RJ-JP,NS1-KIT,0
2025-04-28,RJ-JP,ORS-PKT,169
2025-04-28,RJ-JP,ACT-TAB,0
2025-04-29,RJ-JP,PARA-500,414
2025-04-29,RJ-JP,IV-RL,81
2025-04-29,RJ-JP,NS1-KIT,0
2025-04-29,RJ-JP,ORS-PKT,264
2025-04-29,RJ-JP,ACT-TAB,0
2025-04-30,RJ-JP,PARA-500,391
2025-04-30,RJ-JP,IV-RL,79
2025-04-30,RJ-JP,NS1-KIT,0
2025-04-30,RJ-JP,ORS-PKT,287
2025-04-30,RJ-JP,ACT-TAB,0
2025-05-01,RJ-JP,PARA-500,306
2025-05-01,RJ-JP,IV-RL,62
2025-05-01,RJ-JP,NS1-KIT,0
2025-05-01,RJ-JP,ORS-PKT,231
2025-05-01,RJ-JP,ACT-TAB,0
2025-05-02,RJ-JP,PARA-500,412
2025-05-02,RJ-JP,IV-RL,55
2025-05-02,RJ-JP,NS1-KIT,0
2025-05-02,RJ-JP,ORS-PKT,193
2025-05-02,RJ-JP,ACT-TAB,0
2025-05-03,RJ-JP,PARA-500,325
2025-05-03,RJ-JP,IV-RL,158
2025-05-03,RJ-JP,NS1-KIT,0
2025-05-03,RJ-JP,ORS-PKT,766
2025-05-03,RJ-JP,ACT-TAB,0
2025-05-04,RJ-JP,PARA-500,421
2025-05-04,RJ-JP,IV-RL,74
2025-05-04,RJ-JP,NS1-KIT,0
2025-05-04,RJ-JP,ORS-PKT,290
2025-05-04,RJ-JP,ACT-TAB,0
2025-05-05,RJ-JP,PARA-500,429
2025-05-05,RJ-JP,IV-RL,163
